País;Código ISO país;Oficina de registro;Grupo edad;Edad (años);Área Conocimiento;Sub Area Conocimiento;Nivel Académico;Estado civil;Género;Etnia de la persona;Estatura (CM);Localización;Cantidad de personas
ALEMANIA;DEU;C. FRANKFURT;ADULTO MAYOR;66;NO INDICA;NO INDICA;BACHILLERATO;CASADO;FEMENINO;SIN ETNIA REGISTRADA;155;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;48;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;173;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;35;NO INDICA;NO INDICA;BACHILLERATO;CASADO;FEMENINO;NINGUNA;154;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;35;CIENCIAS DE LA EDUCACIÓN;EDUCACIÓN;NO INDICA;SOLTERO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;36;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;168;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;40;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;SOLTERO;MASCULINO;NINGUNA;189;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;48;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;156;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;47;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;24;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;SOLTERO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;44;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;OTRO;160;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADOLESCENTE;15;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;29;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;CONTADURÍA PÚBLICA;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;176;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;PRIMERA INFANCIA;5;NINGUNA;NINGUNA;NO INDICA;SOLTERO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;43;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;CASADO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;26;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA MECÁNICA Y AFINES;PREGRADO - PROFESIONAL;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;29;NINGUNA;NINGUNA;NO INDICA;SOLTERO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;34;MATEMÁTICAS Y CIENCIAS NATURALES;QUÍMICA Y AFINES;POSTGRADO - MAESTRIA;SOLTERO;FEMENINO;NINGUNA;158;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO MAYOR;61;CIENCIAS SOCIALES Y HUMANAS;LENGUAS MODERNAS, FILOLOGÍA, LINGÜÍSTICA Y AFINES;NO INDICA;SOLTERO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;36;NO INDICA;NO INDICA;BACHILLERATO;CASADO;MASCULINO;AFRODESCENDIENTE;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;26;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;SIN ETNIA REGISTRADA;160;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;36;CIENCIAS DE LA SALUD;MEDICINA;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;30;CIENCIAS DE LA SALUD;TERAPIAS;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;49;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;CASADO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;24;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;SIN ETNIA REGISTRADA;168;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;46;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;CASADO;MASCULINO;NINGUNA;174;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;38;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;167;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;37;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA CIVIL Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;19;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;162;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;30;BELLAS ARTES;MÚSICA;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;21;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;36;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;UNION_LIBRE;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;24;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ECONOMÍA;NO INDICA;SOLTERO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;32;MATEMÁTICAS Y CIENCIAS NATURALES;BIOLOGÍA, MICROBIOLOGÍA Y AFINES;NO INDICA;CASADO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;INFANTE;6;NINGUNA;NINGUNA;NO INDICA;UNION_LIBRE;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;56;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;39;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;CASADO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;42;BELLAS ARTES;MÚSICA;NO INDICA;CASADO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO MAYOR;63;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;32;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA DE MINAS, METALURGIA Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;170;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;36;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES;PREGRADO - PROFESIONAL;DIVORCIADO;MASCULINO;NINGUNA;174;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;37;CIENCIAS SOCIALES Y HUMANAS;PSICOLOGÍA Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;39;MATEMÁTICAS Y CIENCIAS NATURALES;MATEMÁTICAS, ESTADÍSTICA Y AFINES;NO INDICA;CASADO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;21;CIENCIAS SOCIALES Y HUMANAS;FILOSOFÍA, TEOLOGÍA Y AFINES;NO INDICA;SOLTERO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;35;CIENCIAS SOCIALES Y HUMANAS;OTROS ESTUDIOS EN CIENCIAS SOCIALES Y HUMANAS;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;CASADO;FEMENINO;SIN ETNIA REGISTRADA;170;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;51;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;35;CIENCIAS DE LA EDUCACIÓN;EDUCACIÓN;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;160;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;38;NINGUNA;NINGUNA;BACHILLERATO;CASADO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;50;NO INDICA;NO INDICA;BACHILLERATO;CASADO;FEMENINO;SIN ETNIA REGISTRADA;163;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;36;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;SOLTERO;FEMENINO;NINGUNA;163;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;34;INGENIERÍA, ARQUITECTURA Y AFINES;OTRAS INGENIERÍAS;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;175;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;BELLAS ARTES;ARTES DRAMÁTICAS Y REPRESENTATIVAS;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;47;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;CASADO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;36;CIENCIAS DE LA SALUD;ENFERMERÍA;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);2
ALEMANIA;DEU;C. FRANKFURT;ADULTO;32;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA INDUSTRIAL Y AFINES;NO INDICA;SOLTERO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);3
ALEMANIA;DEU;C. BERLIN;ADULTO;39;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;162;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;33;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;CONTADURÍA PÚBLICA;NO INDICA;SOLTERO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;29;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA MECÁNICA Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;32;CIENCIAS DE LA SALUD;ENFERMERÍA;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;158;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;54;CIENCIAS DE LA SALUD;MEDICINA;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA INDUSTRIAL Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;45;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;CASADO;MASCULINO;NINGUNA;173;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;29;BELLAS ARTES;DISEÑO;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;162;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;48;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;CASADO;MASCULINO;NINGUNA;177;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;28;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA DE PETRÓLEOS;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;180;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;32;BELLAS ARTES;OTRO PROGRAMA DE BELLAS ARTES;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;183;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;38;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ECONOMÍA;PREGRADO - PROFESIONAL;CASADO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO MAYOR;60;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;DIVORCIADO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;47;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;34;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;172;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;33;INGENIERÍA, ARQUITECTURA Y AFINES;ARQUITECTURA;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;165;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;42;BELLAS ARTES;PUBLICIDAD Y AFINES;PREGRADO - PROFESIONAL;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;47;BELLAS ARTES;ARTES PLÁSTICAS, VISUALES Y AFINES;NO INDICA;CASADO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;INFANTE;9;NINGUNA;NINGUNA;NO INDICA;SOLTERO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;19;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;130;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;33;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;165;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;20;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;140;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO MAYOR;60;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;34;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;168;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;35;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;167;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;37;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;CASADO;FEMENINO;NINGUNA;160;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;21;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;165;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;52;NO INDICA;NO INDICA;PREGRADO - TECNOLÓGICO;CASADO;MASCULINO;SIN ETNIA REGISTRADA;164;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;44;CIENCIAS SOCIALES Y HUMANAS;SOCIOLOGÍA, TRABAJO SOCIAL Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;153;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;28;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA QUÍMICA Y AFINES;NO INDICA;SOLTERO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;37;CIENCIAS SOCIALES Y HUMANAS;GEOGRAFÍA O HISTORIA;POSTGRADO - MAESTRIA;CASADO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO MAYOR;61;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES;NO INDICA;CASADO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;47;CIENCIAS DE LA SALUD;BACTERIOLOGÍA;NO INDICA;SOLTERO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;NO INDICA;NO INDICA;PREGRADO - TÉCNICO PROFESIONAL;SOLTERO;FEMENINO;SIN ETNIA REGISTRADA;165;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;32;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;33;MATEMÁTICAS Y CIENCIAS NATURALES;QUÍMICA Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;171;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;35;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;35;MATEMÁTICAS Y CIENCIAS NATURALES;BIOLOGÍA, MICROBIOLOGÍA Y AFINES;NO INDICA;SOLTERO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;27;BELLAS ARTES;ARTES PLÁSTICAS, VISUALES Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;159;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;31;NINGUNA;NINGUNA;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;180;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;21;NO INDICA;NO INDICA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;33;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;178;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA ELÉCTRICA Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;29;CIENCIAS DE LA SALUD;MEDICINA;NO INDICA;SOLTERO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;32;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA AMBIENTAL, SANITARIA Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;28;CIENCIAS DE LA SALUD;ENFERMERÍA;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;176;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;178;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;36;CIENCIAS SOCIALES Y HUMANAS;OTROS ESTUDIOS EN CIENCIAS SOCIALES Y HUMANAS;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;36;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;CONTADURÍA PÚBLICA;PREGRADO - TÉCNICO PROFESIONAL;CASADO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO MAYOR;80;NO INDICA;NO INDICA;POSTGRADO - ESPECIALIZACIÓN;CASADO;FEMENINO;NINGUNA;160;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;34;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;175;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;48;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;CASADO;MASCULINO;NINGUNA;175;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;CIENCIAS SOCIALES Y HUMANAS;PSICOLOGÍA Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;169;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA QUÍMICA Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);2
ALEMANIA;DEU;C. FRANKFURT;ADULTO;35;INGENIERÍA, ARQUITECTURA Y AFINES;OTRAS INGENIERÍAS;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;170;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;24;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;OTRO;189;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;47;CIENCIAS DE LA SALUD;MEDICINA;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;168;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;49;CIENCIAS DE LA SALUD;OTRO PROGRAMA DE SALUD;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;162;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;29;MATEMÁTICAS Y CIENCIAS NATURALES;GEOLOGÍA;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;44;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA CIVIL Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;174;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;40;NINGUNA;NINGUNA;NO INDICA;CASADO;FEMENINO;NINGUNA;158;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;40;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;CASADO;FEMENINO;NINGUNA;162;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;26;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);2
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;26;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES;NO INDICA;CASADO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;42;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
