País;Código ISO país;Oficina de registro;Grupo edad;Edad (años);Área Conocimiento;Sub Area Conocimiento;Nivel Académico;Estado civil;Género;Etnia de la persona;Estatura (CM);Localización;Cantidad de personas
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;23;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;30;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ECONOMÍA;NO INDICA;CASADO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;33;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);2
ALEMANIA;DEU;C. FRANKFURT;ADULTO MAYOR;62;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;35;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA AMBIENTAL, SANITARIA Y AFINES;POSTGRADO - MAESTRIA;SOLTERO;FEMENINO;NINGUNA;164;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;42;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;30;CIENCIAS SOCIALES Y HUMANAS;LENGUAS MODERNAS, FILOLOGÍA, LINGÜÍSTICA Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;38;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;POSTGRADO - MAESTRIA;CASADO;MASCULINO;SIN ETNIA REGISTRADA;180;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;27;CIENCIAS DE LA EDUCACIÓN;EDUCACIÓN;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;167;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;18;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;156;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;32;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;CONTADURÍA PÚBLICA;NO INDICA;CASADO;MASCULINO;AFRODESCENDIENTE;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;41;NO INDICA;NO INDICA;BACHILLERATO;CASADO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;CIENCIAS DE LA EDUCACIÓN;EDUCACIÓN;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;34;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;CASADO;FEMENINO;NINGUNA;164;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;30;NINGUNA;NINGUNA;NO INDICA;SOLTERO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;24;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;MASCULINO;OTRO;192;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;55;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;152;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;43;NO INDICA;NO INDICA;POSTGRADO - ESPECIALIZACIÓN;CASADO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO MAYOR;64;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;154;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;32;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ECONOMÍA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;160;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;28;CIENCIAS SOCIALES Y HUMANAS;ANTROPOLOGÍA O ARTES LIBERALES;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;164;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;30;CIENCIAS DE LA EDUCACIÓN;EDUCACIÓN;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;167;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;PRIMERA INFANCIA;5;NINGUNA;NINGUNA;NO INDICA;SOLTERO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;30;INGENIERÍA, ARQUITECTURA Y AFINES;OTRAS INGENIERÍAS;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;58;AGRONOMÍA, VETERINARIA Y AFINES;AGRONOMÍA;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;MATEMÁTICAS Y CIENCIAS NATURALES;BIOLOGÍA, MICROBIOLOGÍA Y AFINES;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;160;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;39;BELLAS ARTES;DISEÑO;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;32;MATEMÁTICAS Y CIENCIAS NATURALES;FÍSICA;NINGUNO;VIUDO;MASCULINO;NINGUNA;167;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;35;NO INDICA;NO INDICA;POSTGRADO - DOCTORADO;SOLTERO;MASCULINO;NINGUNA;175;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO MAYOR;60;NINGUNA;NINGUNA;NO INDICA;CASADO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;37;NO INDICA;NO INDICA;PREGRADO - TÉCNICO PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;169;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;175;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;34;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;SOLTERO;FEMENINO;NINGUNA;157;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;35;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;174;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;27;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA MECÁNICA Y AFINES;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;171;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;41;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;180;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO MAYOR;77;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ECONOMÍA;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;168;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;28;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;182;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;CIENCIAS SOCIALES Y HUMANAS;DERECHO Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;167;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;30;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;29;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;SIN ETNIA REGISTRADA;173;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;50;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA MECÁNICA Y AFINES;PREGRADO - PROFESIONAL;CASADO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;40;CIENCIAS SOCIALES Y HUMANAS;OTROS ESTUDIOS EN CIENCIAS SOCIALES Y HUMANAS;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;36;NO INDICA;NO INDICA;POSTGRADO - DOCTORADO;CASADO;MASCULINO;NINGUNA;168;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;48;INGENIERÍA, ARQUITECTURA Y AFINES;ARQUITECTURA;NO INDICA;CASADO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;20;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;135;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;33;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA MECÁNICA Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;172;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA MECÁNICA Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;47;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ECONOMÍA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;160;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;30;BELLAS ARTES;ARTES DRAMÁTICAS Y REPRESENTATIVAS;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;43;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;SOLTERO;FEMENINO;NINGUNA;168;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;27;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;180;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;50;CIENCIAS DE LA SALUD;OTRO PROGRAMA DE SALUD;NO INDICA;CASADO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;38;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;SOLTERO;FEMENINO;NINGUNA;169;(51.165691, 10.451526);2
ALEMANIA;DEU;C. FRANKFURT;ADULTO;39;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;CASADO;FEMENINO;NINGUNA;170;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;35;NO INDICA;NO INDICA;PREGRADO - TÉCNICO PROFESIONAL;CASADO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;29;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;158;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;32;CIENCIAS DE LA SALUD;MEDICINA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;157;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;28;MATEMÁTICAS Y CIENCIAS NATURALES;QUÍMICA Y AFINES;NO INDICA;SOLTERO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;37;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ECONOMÍA;NO INDICA;CASADO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;34;MATEMÁTICAS Y CIENCIAS NATURALES;BIOLOGÍA, MICROBIOLOGÍA Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;172;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;INFANTE;6;NINGUNA;NINGUNA;NO INDICA;SOLTERO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;32;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;CONTADURÍA PÚBLICA;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;163;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;39;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES;POSTGRADO - MAESTRIA;CASADO;FEMENINO;NINGUNA;160;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;48;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA INDUSTRIAL Y AFINES;POSTGRADO - MAESTRIA;SOLTERO;MASCULINO;NINGUNA;169;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;OTRO;180;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;53;NINGUNA;NINGUNA;NO INDICA;CASADO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);2
ALEMANIA;DEU;C. BERLIN;ADULTO;57;CIENCIAS DE LA SALUD;MEDICINA;NO INDICA;CASADO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;39;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;CASADO;MASCULINO;NINGUNA;175;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;40;NO INDICA;NO INDICA;PREGRADO - TÉCNICO PROFESIONAL;CASADO;FEMENINO;NINGUNA;166;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;37;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;SOLTERO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;55;BELLAS ARTES;ARTES PLÁSTICAS, VISUALES Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;162;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;34;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;SOLTERO;FEMENINO;NINGUNA;164;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO MAYOR;63;CIENCIAS DE LA SALUD;NUTRICIÓN Y DIETÉTICA;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;40;CIENCIAS DE LA SALUD;ENFERMERÍA;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;40;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;CASADO;MASCULINO;NINGUNA;185;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;32;BELLAS ARTES;DISEÑO;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);2
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;SOLTERO;MASCULINO;OTRO;171;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;29;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;173;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;48;MATEMÁTICAS Y CIENCIAS NATURALES;MATEMÁTICAS, ESTADÍSTICA Y AFINES;NO INDICA;CASADO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;37;MATEMÁTICAS Y CIENCIAS NATURALES;BIOLOGÍA, MICROBIOLOGÍA Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;32;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;165;(51.165691, 10.451526);2
ALEMANIA;DEU;C. FRANKFURT;ADULTO;37;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA QUÍMICA Y AFINES;NO INDICA;SOLTERO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;30;CIENCIAS SOCIALES Y HUMANAS;PERIODISMO, COMUNICACIÓN SOCIAL Y AFINES;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;165;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;49;NINGUNA;NINGUNA;NO INDICA;CASADO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);3
ALEMANIA;DEU;C. FRANKFURT;ADULTO;52;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;CASADO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;27;CIENCIAS DE LA SALUD;INSTRUMENTACIÓN QUIRÚRGICA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;27;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;162;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;CIENCIAS SOCIALES Y HUMANAS;PSICOLOGÍA Y AFINES;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;40;NINGUNA;NINGUNA;BACHILLERATO;CASADO;FEMENINO;OTRO;175;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;35;INGENIERÍA, ARQUITECTURA Y AFINES;ARQUITECTURA;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;27;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;SIN ETNIA REGISTRADA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;33;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;178;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;29;INGENIERÍA, ARQUITECTURA Y AFINES;OTRAS INGENIERÍAS;NO INDICA;SOLTERO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;INFANTE;10;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;51;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;49;CIENCIAS DE LA EDUCACIÓN;EDUCACIÓN;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;33;NO INDICA;NO INDICA;BACHILLERATO;CASADO;FEMENINO;NINGUNA;167;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;40;CIENCIAS SOCIALES Y HUMANAS;LENGUAS MODERNAS, FILOLOGÍA, LINGÜÍSTICA Y AFINES;NO INDICA;CASADO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO MAYOR;66;NINGUNA;NINGUNA;NO INDICA;CASADO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;35;CIENCIAS SOCIALES Y HUMANAS;PSICOLOGÍA Y AFINES;NO INDICA;CASADO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;27;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;SOLTERO;MASCULINO;NINGUNA;184;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;42;CIENCIAS DE LA EDUCACIÓN;EDUCACIÓN;POSTGRADO - ESPECIALIZACIÓN;CASADO;MASCULINO;NINGUNA;178;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;29;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);2
ALEMANIA;DEU;C. FRANKFURT;ADULTO;29;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;177;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;22;NINGUNA;NINGUNA;NO INDICA;SOLTERO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);2
ALEMANIA;DEU;C. FRANKFURT;ADULTO;30;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA ELÉCTRICA Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;38;INGENIERÍA, ARQUITECTURA Y AFINES;OTRAS INGENIERÍAS;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO MAYOR;61;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;CONTADURÍA PÚBLICA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;160;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;44;CIENCIAS DE LA SALUD;SALUD PÚBLICA;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADOLESCENTE;15;NINGUNA;NINGUNA;NO INDICA;SOLTERO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);2
ALEMANIA;DEU;C. FRANKFURT;ADULTO;42;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA ADMINISTRATIVA Y AFINES;NO INDICA;CASADO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;25;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;166;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;37;MATEMÁTICAS Y CIENCIAS NATURALES;QUÍMICA Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;34;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;CASADO;FEMENINO;NINGUNA;170;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;41;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA CIVIL Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;33;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;CASADO;FEMENINO;NINGUNA;166;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;40;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;SOLTERO;MASCULINO;NINGUNA;176;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;29;CIENCIAS SOCIALES Y HUMANAS;LENGUAS MODERNAS, FILOLOGÍA, LINGÜÍSTICA Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;162;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;40;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA MECÁNICA Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;35;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA AMBIENTAL, SANITARIA Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;37;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;167;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;29;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES;NO INDICA;SOLTERO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);2
